2.030540	0.75597
2.081303	0.78763
2.132066	0.80406
2.182829	0.82603
2.233592	0.83255
2.284355	0.82214
2.335118	0.86952
2.385881	0.92359
2.436644	0.94043
2.487407	0.92394
2.538170	0.91239
2.588933	0.92763
2.639696	0.93179
2.690459	0.91465
2.741222	0.89144
2.791985	0.87582
2.842748	0.86746
2.893511	0.84352
2.944274	0.83572
2.995037	0.85994
3.045800	0.87114
3.096563	0.87031
3.147326	0.88715
3.198089	0.89999
3.248852	0.91008
3.299615	0.91353
3.350378	0.92074
3.401141	0.94052
3.451904	0.93919
3.502667	0.93069
3.553430	0.9275
3.604193	0.93387
3.654956	0.94149
3.705719	0.93519
3.756482	0.92542
3.807245	0.92994
3.858008	0.93131
3.908771	0.91444
3.959534	0.9064
4.010297	0.91682
4.061060	0.92501
4.111823	0.93347
4.162586	0.93611
4.213349	0.93574
4.264112	0.9407
4.314875	0.94515
4.365638	0.95221
4.416401	0.94806
4.467164	0.95202
4.517927	0.95607
4.568690	0.94985
4.619453	0.94898
4.670216	0.94673
4.720979	0.93999
4.771742	0.93647
4.822505	0.93652
4.873268	0.93956
4.924031	0.9438
4.974794	0.94148
5.025557	0.94384
5.076320	0.94082
5.127083	0.93362
5.177846	0.93588
5.228609	0.92359
5.279372	0.92288
5.330135	0.92592
5.380898	0.91356
5.431661	0.90944
5.482424	0.89615
5.533187	0.87678
5.583950	0.86287
5.634713	0.83349
5.685476	0.8158
5.736239	0.80025
5.787002	0.77938
5.837765	0.7413
5.888528	0.67082
5.939291	0.58124
5.990054	0.47023
6.040817	0.34034
6.091580	0.22375
6.142343	0.14551
6.193106	0.09285
6.243869	0.05754
6.294632	0.03518
6.345395	0.02236
6.396158	0.01587
6.446921	0.01133
6.497684	0.00829
6.548447	0.00692
6.599210	0.00602
6.649973	0.00506
6.700736	0.00413
6.751499	0.00314
6.802262	0.00239
6.853025	0.00203
6.903788	0.0018
6.954551	0.00138
7.005314	0.00125
7.056077	0.00112
7.106840	0.00094
7.157603	0.0008
7.208366	0.0006
7.259129	0.0005
7.309892	0.00038
7.360655	0.00028
7.411418	0.00053
7.462181	0.00055
7.512944	0.00048
7.563707	0.00052
7.614470	0.0003
7.665233	0.00017
7.715996	0.00013
7.766759	0.00011
7.817522	0.00015
7.868285	0.00014
7.919048	0.00006
7.969811	-0.00008
8.020574	0.00004
8.071337	0.00003
8.122100	-0.00014
8.172863	-0.00019
8.223626	-0.00022
8.274389	-0.00019
8.325152	-0.0001
8.375915	-0.00001
8.426678	-0.00011
8.477441	-0.0002
8.528204	-0.00023
8.578967	-0.0003
8.629730	-0.00031
8.680493	-0.00031
8.731256	-0.0003
8.782019	-0.00048
8.832782	-0.00065
8.883545	-0.00066
8.934308	-0.00065
8.985071	-0.00054
9.035834	-0.00067
9.086597	-0.00084
9.137360	-0.00088
9.188123	-0.00077
9.238886	-0.00055
9.289649	-0.00035
9.340412	-0.00039
9.391175	-0.00069
9.441938	-0.00081
9.492701	-0.00076
9.543464	-0.00045
9.594227	-0.00046
9.644990	-0.00063
9.695753	-0.0006
9.746516	-0.00086
9.797279	-0.00088
9.848042	-0.00075
9.898805	-0.00098
9.949568	-0.001
10.000331	-0.00101
10.051094	-0.00101
10.101857	-0.00071
10.152620	-0.00052
10.203383	-0.00044
10.254146	-0.00045
10.304909	-0.00059
10.355672	-0.00064
10.406435	-0.00074
10.457198	-0.00065
10.507961	-0.00047
10.558724	-0.00067
10.609487	-0.00072
10.660250	-0.00048
10.711013	-0.00037
10.761776	-0.00041
10.812539	-0.00046
10.863302	-0.00057
10.914065	-0.00044
10.964828	-0.00026
11.015591	-0.00011
